Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness
35889,715.89,271.930781,NA,1.609302576,0.783503647,NA,213.7645762,0.788959968,0.988514295,NA,0.786099225
35906,708.182,265.8057944,172.462698,1.541236438,0.760933637,36238,213.8151985,0.810921903,0.990838346,0.899678045,0.804403828
35911,721.98,269.0603279,170.5174852,1.577904621,0.773536406,NA,213.8300851,0.692140159,0.986349154,NA,0.794729148
35918,715.801,256.7234857,179.0193616,1.434054302,0.71675638,NA,213.8509246,0.708190386,0.988360254,NA,0.833001017
NA,715.377,266.4012632,NA,1.544626689,0.762145631,NA,213.8747388,0.791182171,0.987412049,NA,0.802829297
36007,705.523,263.3429808,174.7772671,1.506734744,0.748010559,NA,214.1157077,0.734536924,0.989284831,0.909022117,0.813067837
36021,729.436,282.1298385,163.2757275,1.727934965,0.815522418,NA,214.1573292,0.809478865,0.987796852,NA,0.75907366
36067,707.031,249.2151411,NA,1.343979058,0.668113678,36473,214.2940285,0.693049711,0.988868478,0.906656902,0.859875638
36100,715.767,262.1318324,176.1157026,1.488406931,0.740678821,NA,214.3920417,0.736404063,0.984026604,0.885469737,0.817878698
36125,718.771,269.1317271,171.4965849,1.569312457,0.770680521,36539,214.4662644,0.693351503,0.988669641,NA,0.796882132
36128,712.701,265.2350469,NA,1.523682,0.754495756,36468,214.4751694,NA,0.990676758,NA,0.808623038
36129,712.296,259.6400787,177.9169252,1.459333216,0.728313141,36582,214.4781376,0.701806527,0.987616861,NA,0.826059439
NA,730.977,271.9255104,NA,1.603344422,0.781666753,NA,214.5226564,0.689797321,0.983992159,0.850038611,0.788902285
NA,718.646,274.3255445,NA,1.62071847,0.78695507,36804,214.5641989,0.746757538,0.98244756,NA,0.782151729
36179,710.469,268.9020011,172.4560837,1.559249145,0.767261547,36533,214.6264976,NA,0.990310131,NA,0.798158797
36197,710.441,262.1711384,NA,1.488429536,0.740688077,NA,214.6798822,0.777577281,0.988799956,0.901210842,0.818853988
NA,705.396,259.0404905,NA,1.445247383,0.72197124,NA,214.8843999,0.782674378,0.987555483,0.915890461,0.829539813
NA,719.437,272.0582306,170.8914975,1.591993952,0.778097847,36717,215.0502424,0.771856007,0.98924204,0.8818487,0.790456668
36398,708.613,258.4921149,179.5853194,1.439383329,0.719259066,36836,215.2751099,NA,0.988109458,0.910896752,0.832811129
36408,727.625,258.0244845,NA,1.431778938,0.715676577,NA,215.3046803,NA,0.987201735,NA,0.834435076
NA,714.972,258.6118866,179.4463484,1.441165501,0.720087922,NA,215.3312901,0.780041126,0.987927947,0.895232751,0.832642664
36447,706.901,259.8884392,NA,1.4526921,0.725352979,NA,215.4199659,0.773427553,0.98946654,NA,0.828893992
NA,709.285,247.0727088,NA,1.310475752,0.646302092,NA,215.4495163,0.72083597,0.986817887,NA,0.872008557
36474,713.319,259.3227454,NA,1.444545131,0.721648717,36885,215.4997428,0.811290538,0.988857259,0.900794392,0.8310098
36503,713.806,266.3914955,174.7192151,1.524683449,0.754870516,NA,215.5853963,0.803889183,0.988651752,NA,0.809280326
36551,705.826,257.1654694,181.4023885,1.417652058,0.708817709,NA,215.7270929,0.781839572,0.988425863,NA,0.838864928
NA,719.347,265.8793197,NA,1.513267492,0.750542922,NA,215.7329949,0.769569245,0.98677213,NA,0.811394414
NA,708.781,256.9479833,NA,1.411357271,0.705672843,36981,215.7861056,0.749989746,0.988913226,NA,0.839804628
NA,705.852,259.442714,179.9459293,1.441781512,0.720373481,NA,215.8126561,0.779342523,0.988087842,NA,0.831831632
36606,706.337,250.3332284,187.889661,1.33234169,0.660804333,37135,215.8893392,0.833925642,0.985754679,0.922015509,0.862407841
NA,719.248,268.4934083,174.0701632,1.542443595,0.761366326,37114,215.989576,0.775597468,0.987228539,0.890036881,0.8044502
36644,712.69,260.2830363,179.7242829,1.448235219,0.723336624,NA,216.0013655,NA,0.989335565,NA,0.829871084
36646,697.989,255.1575678,183.2213236,1.392619389,0.695969557,37017,216.00726,0.755120544,0.989977578,NA,0.846564191
36651,709.026,260.0872702,NA,1.44633419,0.722469168,NA,216.0219955,0.771973798,0.989952192,NA,0.830575043
NA,717.172,273.8378844,171.0149475,1.601251168,0.781015497,37023,216.0779815,0.803637957,0.990465386,NA,0.789072637
NA,742.917,285.8908964,166.8819538,1.713132487,0.8119507,37613,216.0927123,0.778827777,0.975061814,NA,0.755857269
36692,723.028,267.3639497,NA,1.525706002,0.755252221,NA,216.1427893,0.754125989,0.988389947,0.882004938,0.80842159
36792,714.062,261.8870219,179.3977763,1.459811974,0.728524518,NA,216.4371256,0.792760181,0.989271598,NA,0.826452277
36804,717.304,268.126433,NA,1.52336918,0.754378504,NA,216.472419,0.793600138,0.987258242,0.898873094,0.807352027
36810,724.849,NA,171.2367809,1.605498836,0.782333816,NA,216.4900636,0.711606867,0.985436633,NA,0.78746438
36811,749.005,258.8946262,NA,1.426574199,0.713180918,37610,216.4930042,0.768946357,0.97875565,0.824551993,0.83622054
36814,719.256,265.8447609,176.8942783,1.502845448,0.746483062,NA,216.5018259,0.798360514,0.987155766,NA,0.814391922
36821,716.892,273.9867803,171.58207,1.596826407,0.779628611,NA,216.5224083,0.7824932,0.988722107,0.900322233,0.790265895
36849,711.732,NA,NA,1.403429143,0.701631058,NA,216.6047183,0.76706426,0.987538189,NA,0.843407056
NA,730.149,279.3413824,168.3601006,1.659189923,0.797965025,37336,216.6135354,0.732498509,0.98703664,NA,0.775443772
36876,716.9,246.9691627,NA,1.289181659,0.631119186,37505,216.6840591,0.763826173,0.983228903,NA,0.877372935
NA,712.904,263.1935501,NA,1.473194299,0.734325891,NA,216.6869971,0.792372153,0.990279009,0.911807887,0.82329904
36930,722.957,265.8682106,NA,1.495091082,0.743392376,NA,216.8426535,NA,0.986193821,NA,0.815602035
36952,739.826,278.5566919,169.9361415,1.639184516,0.792355647,NA,216.9072328,NA,0.982243488,0.848376507,0.778682542
NA,718.098,269.2444838,175.9256515,1.530444716,0.757008654,37462,216.9189725,0.781129124,0.98649298,NA,0.805658001
36958,709.414,254.3816575,NA,1.371155896,0.684181616,NA,216.924842,0.79047782,0.988234665,0.922823861,0.852753474
36998,721.266,NA,181.4914443,1.433424076,0.716457976,NA,217.0422002,NA,0.987060801,NA,0.83428288
37009,734.756,275.4357807,NA,1.603619565,0.781752126,37559,217.0744626,0.693571964,0.985356373,0.861451699,0.788112794
37020,717.948,264.5187106,178.7152161,1.480112977,0.737246277,37394,217.1067202,0.821461856,0.989998395,NA,0.820761298
NA,719.836,276.1133057,171.9931526,1.605373827,0.782295199,NA,217.2386331,NA,0.988268231,0.898890402,0.786773504
37080,723.319,261.2979493,181.1785501,1.442212387,0.720572934,NA,217.2825863,0.729289592,0.986826347,NA,0.831551059
NA,730.084,271.3184832,175.4277553,1.546610926,0.762850402,NA,217.2943057,0.726368159,0.981058201,0.874280465,0.800882797
37086,731.802,266.812781,NA,1.500038179,0.745371169,37595,217.3001651,0.722079439,0.986460966,NA,0.81442937
37111,728.361,276.8967174,171.060786,1.618703642,0.786352313,37563,217.3733947,0.794497966,0.987966882,0.879061286,0.785034206
NA,711.337,254.9999867,186.7010133,1.365820047,0.681131745,NA,217.4583102,0.752903971,0.988423154,NA,0.852777732
37153,713.493,NA,175.2476152,1.54494531,0.762259027,37501,217.496365,NA,0.990720247,NA,0.803316664
37164,720.523,268.0876854,176.8620677,1.515800923,0.751513915,37658,217.5285601,0.751607815,0.986881937,NA,0.811408251
NA,721.804,267.0775985,178.4022748,1.497052651,0.744179963,NA,217.5490453,NA,0.986700998,NA,0.814553697
NA,724.276,276.3757975,NA,1.600168933,0.780677573,NA,217.6397426,0.685953461,0.985535658,NA,0.787477574
NA,722.697,259.5978011,NA,1.416460651,0.708226766,NA,217.6397426,0.746803172,0.98702608,0.8950837,0.838372828
NA,725.482,NA,NA,1.495788004,0.743672646,NA,217.6602174,0.803858451,0.988890956,NA,0.815280703
NA,721.779,NA,173.833276,1.574204954,0.772313726,NA,217.6631422,0.780804096,0.987946049,NA,0.795409374
NA,713.286,268.1274258,177.6042502,1.509690367,0.749161414,37638,217.6777656,0.805519481,0.988761358,0.919179833,0.811844462
NA,724.494,271.1807284,176.1001862,1.539923007,0.760461419,NA,217.6953125,NA,0.988290585,NA,0.802768375
NA,721.683,267.1871893,NA,1.500908185,0.745716602,NA,217.6982369,NA,0.989683595,NA,0.814777974
NA,731.308,276.0085871,172.8292023,1.597002031,0.779683925,37848,217.7508683,0.709941855,0.983935743,NA,0.788927876
37240,742.398,280.7374947,169.3158837,1.658069454,0.797657237,NA,217.7508683,0.709738898,0.98617658,NA,0.77563871
37255,717.693,264.5359064,179.6361842,1.472620383,0.734081263,NA,217.7947181,0.787832008,0.990166113,NA,0.823308719
37282,733.113,272.2276484,175.1793883,1.553993601,0.765443343,37918,217.8736255,0.691406105,0.983226963,0.871700359,0.800336141
37310,736.832,271.2325674,NA,1.512235082,0.750145466,NA,217.9554253,0.725522606,0.979342205,NA,0.803573949
NA,718.059,265.5290926,179.2660522,1.481201206,0.737700858,NA,217.9729498,NA,0.989210826,NA,0.820900443
NA,724.77,267.1270422,NA,1.497346294,0.744297525,37722,217.978791,0.820175824,0.989290069,NA,0.816011697
NA,723.044,268.5293042,NA,1.513334647,0.75056874,37768,218.089744,0.774892134,0.989091294,0.897926477,0.812163666
37364,731.173,277.2243955,171.9148118,1.612568415,0.78450007,NA,218.1130953,NA,0.988805674,NA,0.786774537
37380,712.641,262.2792261,182.202474,1.439493221,0.719310292,NA,218.1597905,0.806281141,0.98828755,NA,0.831784483
37416,719.358,NA,NA,1.486802185,0.740020395,NA,218.2648181,0.757899854,0.988063801,NA,0.818745789
37436,733.92,266.1868579,NA,1.481462426,0.737809785,NA,218.3231449,0.714359317,0.98700203,NA,0.820187543
37481,728.792,NA,NA,1.432982013,0.716248355,NA,218.4543233,NA,0.985719546,NA,0.834398099
NA,724.477,269.8273046,NA,1.518372438,0.752493267,NA,218.5213397,0.721203031,0.991094316,NA,0.809856289
37507,733.863,284.8498994,NA,1.692874501,0.806883032,NA,218.5300794,0.748090233,0.988248623,0.87516957,0.767176256
37534,715.824,259.3168198,185.2391386,1.399902967,0.699803678,NA,218.6087214,0.784950959,0.988282998,0.920496631,0.843017902
37552,732.034,NA,NA,1.513076121,0.750469326,38003,218.6611337,0.744724734,0.988132516,0.880603548,0.81043076
37555,708.287,263.5239703,NA,1.450574664,0.724398038,NA,218.6698678,0.738690008,0.991524976,NA,0.829791186
NA,730.495,278.2250605,NA,1.613375133,0.784745079,NA,218.7077118,0.787523059,0.987851696,NA,0.786081999
37576,721.428,270.5733023,177.4508206,1.524779098,0.754906261,NA,218.7309972,NA,0.989050326,NA,0.808398299
37590,721.953,277.8086923,172.8381026,1.607334772,0.782899709,NA,218.7717406,0.796904812,0.990670462,NA,0.787490625
37596,713.253,NA,195.3238555,1.259250783,0.607757083,38139,218.7891997,0.771120911,0.985762605,NA,0.889525417
37611,720.306,264.9797763,NA,1.462010258,0.729491639,38009,218.8328415,0.797891298,0.989528796,0.910941903,0.825847333
37641,742.538,284.3137373,169.7408136,1.674987478,0.802226807,38112,218.9200989,0.744187426,0.987641688,NA,0.769994799
37654,725.557,271.9467429,176.9070541,1.537229503,0.759488309,NA,218.9578996,NA,0.990399537,NA,0.805149925
37677,739.145,NA,173.2149239,1.616050521,0.785554452,NA,219.0247619,0.807081807,0.983862123,0.866616378,0.78244348
37679,725.576,271.5210907,177.126914,1.532918316,0.757917443,38108,219.030575,0.743527508,0.988742521,NA,0.806679785
37706,717.764,258.216335,186.3356837,1.385758916,0.692282865,NA,219.1090374,0.719237005,0.990386636,NA,0.84854832
37711,758.985,293.7875534,NA,1.783311238,0.827982044,NA,219.1235644,0.762177129,0.982517847,0.822643228,0.745857208
37714,728.687,278.2250489,174.4161198,1.595179672,0.779108879,38440,219.1322801,NA,0.981113424,NA,0.787608021
NA,725.351,264.3512239,182.90405,1.445300002,0.721995381,NA,219.1555204,0.780024814,0.987305991,NA,0.829031608
37743,744.71,282.2922165,NA,1.652352223,0.796075104,NA,219.2165143,0.791191514,0.987106392,NA,0.776558833
37743,719.24,262.5437298,NA,1.424994843,0.712416464,NA,219.2165143,0.802052786,0.988942749,NA,0.834971433
37784,717.954,269.1635103,178.9581635,1.504058295,0.746961007,NA,219.3355488,0.726615385,0.992383254,NA,0.814878468
37813,721.209,266.6676348,180.9426629,1.47376871,0.734570362,NA,219.4197049,0.807728457,0.989895023,NA,0.822820906
NA,725.046,267.0816458,180.6255809,1.478647955,0.736632271,NA,219.4284089,0.787046287,0.988679443,NA,0.821578017
NA,743.388,286.8789789,NA,1.699157391,0.808477564,38479,219.4806254,NA,0.98323761,0.860322004,0.765063464
NA,726.205,263.247378,184.7009001,1.425263103,0.712546546,NA,219.5299296,0.769172932,0.986242476,NA,0.833930166
37865,723.114,262.5028769,184.0776675,1.426044128,0.712924723,38228,219.5705248,0.71260539,0.990504342,NA,0.836449975
NA,734.382,276.3658087,175.144446,1.577930759,0.773545006,38345,219.6053147,NA,0.987795019,NA,0.794618248
NA,730.471,273.7763156,NA,1.549352266,0.763818571,NA,219.6169101,0.801714286,0.986947006,NA,0.80217644
37882,722.964,264.8873785,NA,1.449524392,0.723922354,NA,219.6198088,0.745297867,0.989680487,NA,0.829106355
37883,716.14,264.4647442,182.88286,1.446088191,0.72235659,38214,219.6227076,0.778540455,0.991338253,NA,0.830442289
NA,716.834,267.3506124,181.3335152,1.474358517,0.734821003,38275,219.6690818,0.794778232,0.990176355,NA,0.821651687
NA,727.708,273.1955881,NA,1.540446828,0.760649928,NA,219.6806739,0.766181524,0.990487888,0.89943369,0.804115013
37924,741.726,283.105509,NA,1.656411745,0.797200507,38341,219.741522,0.796722689,0.989123914,NA,0.77618243
37972,727.993,273.15351,177.5132113,1.538778483,0.760048701,38371,219.8805403,0.720476624,0.989601522,0.900365674,0.804970583
NA,716.986,268.7176338,180.1857166,1.491337043,0.741874069,NA,219.889226,0.730738147,0.991540249,0.928295607,0.818291018
38013,727.328,270.498208,179.1231519,1.510124208,0.749329626,38401,219.9992155,0.778843199,0.989896096,NA,0.813311175
38034,734.792,281.488396,173.200953,1.625212744,0.788289866,38680,220.0599756,0.692786885,0.983298862,NA,0.781772814
38052,733.889,273.744548,NA,1.544676398,0.762163328,38473,220.1120423,0.712264151,0.989057261,NA,0.804078269
NA,743.589,275.3327074,NA,1.554254832,0.765534257,NA,220.1207189,0.689977155,0.985421306,NA,0.799471741
38060,730.117,271.4252656,178.9602154,1.516679363,0.751849169,NA,220.1351791,0.719593125,0.987442922,0.897209218,0.811034222
38087,718.44,266.1000287,183.3735169,1.451136638,0.724652013,NA,220.2132479,0.765567839,0.988374205,NA,0.827558151
38089,732.053,NA,183.8956229,1.449780728,0.724038577,38826,220.2190296,0.705796242,0.981017875,NA,0.826002059
38089,732.64,259.0023968,187.6696203,1.380097623,0.689183949,38574,220.2190296,0.713851978,0.987426764,NA,0.850258656
38090,733.169,276.5891229,NA,1.57061477,0.771117087,NA,220.2219205,0.730855575,0.986455339,0.890456378,0.796206005
NA,734.307,270.1436725,179.8868838,1.50174191,0.746046918,NA,220.2363741,NA,0.989146522,0.887815055,0.81525646
38104,722.895,262.025258,185.8117141,1.410165442,0.705071067,38515,220.2623881,0.819141389,0.989328833,NA,0.840615099
38119,730.496,272.7856865,NA,1.521300009,0.753600644,38625,220.305738,0.812771855,0.986899676,0.897667865,0.807614728
38138,712.692,258.4415699,188.4162413,1.371652295,0.684462855,38490,220.3606357,0.800747459,0.990854767,NA,0.852651668
NA,742.711,273.4725878,178.6357469,1.53089509,0.757174529,38706,220.3635247,NA,0.985351108,NA,0.805797489
38147,727.24,265.5571724,183.4325973,1.44770982,0.723097325,NA,220.3866351,NA,0.989340733,NA,0.829902778
38169,735.359,276.2176728,176.64753,1.563665639,0.768772039,NA,220.4501762,0.771028604,0.985489659,NA,0.798103083
NA,740.017,272.9233921,178.7628229,1.526734629,0.755635226,NA,220.4819399,0.718668825,0.986333928,NA,0.807852849
38216,720.979,269.4453393,NA,1.487290111,0.740220878,38640,220.5858618,0.786434539,0.989026915,NA,0.818666459
NA,740.064,272.0210571,180.2044774,1.50951331,0.749092712,38917,220.6060632,0.742424831,0.982167176,NA,0.810988919
38232,723.542,264.6326696,184.599603,1.433549506,0.716517406,NA,220.6320337,0.782800983,0.987779357,NA,0.833729388
NA,748.428,NA,NA,1.499570344,0.745185101,NA,220.6435751,0.697609925,0.981971339,NA,0.814685279
38251,730.562,270.9853938,180.0383936,1.505153364,0.747391286,NA,220.6868501,0.781302341,0.989881476,0.900613598,0.814386514
38273,746.449,280.9108299,173.8625361,1.615706501,0.785450649,38743,220.7503049,0.731349843,0.987868776,0.863181429,0.785837644
NA,743.116,NA,NA,1.62485491,0.788184078,NA,220.7647238,NA,0.988737924,NA,0.782726334
38326,752.941,293.0184093,NA,1.747402908,0.820059784,38888,220.9030982,0.740370127,0.985548241,0.849535372,0.753888122
38348,739.888,NA,NA,1.609064204,0.783430631,NA,220.9664908,0.814943897,0.989370485,NA,0.785821097
NA,731.627,274.2813142,178.9082412,1.533083733,0.757978021,38846,221.026985,NA,0.987720743,0.900763741,0.805840477
NA,736.763,273.198418,179.4424356,1.522485008,0.754046605,NA,221.0673052,NA,0.988666512,0.888573107,0.809182231
NA,732.799,269.9425883,181.7355993,1.485358891,0.739425885,NA,221.1047389,0.707264957,0.987627646,NA,0.819080606
38401,726.644,266.6272652,183.7593281,1.450959078,0.724571809,NA,221.1191348,0.741332046,0.989895084,0.913921753,0.829319292
38404,724.312,NA,185.2605376,1.42965987,0.714664829,NA,221.1277718,0.782668949,0.988647188,0.919888023,0.834886893
38425,722.26,270.5623827,NA,1.493494058,0.742748244,NA,221.1882219,0.7980933,0.990335052,NA,0.81751284
NA,742.29,NA,171.7879436,1.66353745,0.799152277,NA,221.2112461,0.727622113,0.987715556,0.876530294,0.774073035
38435,739.256,271.6189535,180.795449,1.502355037,0.74628939,38982,221.2170018,0.70034621,0.985967883,0.883785828,0.814438753
38439,728.262,266.1526722,184.6303039,1.441543813,0.72026335,NA,221.2285128,0.807881463,0.98908988,0.910765657,0.831209061
38449,746.242,284.7889507,172.9257337,1.646885889,0.794543977,NA,221.2572875,0.804877538,0.987289441,NA,0.776916685
NA,726.509,271.2597158,NA,1.494358474,0.743097217,38754,221.2745505,0.791352842,0.992284667,NA,0.815729493
38465,739.18,268.1948416,183.4275974,1.462129175,0.729543795,38966,221.3033192,0.784295734,0.987142637,NA,0.825158746
38466,727.03,264.7554813,NA,1.423500239,0.711689927,NA,221.3061959,0.81028817,0.989377299,0.914496879,0.835889005
NA,732.243,264.935208,NA,1.426945502,0.713360152,NA,221.3608454,0.735330646,0.987199877,NA,0.83552823
38487,721.517,264.2667912,185.7330165,1.422831526,0.711363878,38851,221.3665972,0.743580827,0.990630872,NA,0.837663318
NA,748.479,NA,NA,1.671626912,0.801332202,39028,221.369473,0.679519774,0.98616378,NA,0.772900529
38491,745.466,278.8028218,176.6623921,1.578167365,0.773622838,NA,221.3781004,NA,0.980737381,0.870388967,0.794031061
38496,727.03,268.6302011,NA,1.470481749,0.733166439,NA,221.3924784,0.801198801,0.990352705,NA,0.824153344
NA,758.002,294.7582549,NA,1.761834951,0.823311319,39024,221.4126062,0.75781373,0.986649241,NA,0.75116677
38509,733.994,272.1738968,NA,1.505621941,0.74757504,NA,221.4298571,NA,0.987942225,0.898229027,0.813560226
38510,739.853,271.4731406,181.9153893,1.492304425,0.742266717,39082,221.4327322,0.691444474,0.985364106,0.88408191,0.815670868
NA,732.182,271.4652247,181.1326167,1.498709784,0.744842262,NA,221.470104,NA,0.990817901,0.903008563,0.81583232
38542,732.248,267.5410702,183.8782334,1.454990431,0.726383376,NA,221.5247131,0.793437088,0.98975373,0.903291082,0.828002643
38555,727.766,261.7851275,NA,1.393430496,0.696400556,38992,221.5620695,0.772846633,0.988792573,NA,0.846350866
NA,729.013,278.6262283,NA,1.571538505,0.771425937,NA,221.6310186,0.695994949,0.993075577,NA,0.795442051
NA,734.308,269.0442127,184.1483256,1.461019056,0.729056265,NA,221.659741,NA,0.983109141,0.89932542,0.823878495
38595,749.143,291.1087898,NA,1.718934504,0.813363553,NA,221.6769727,0.805068836,0.989970759,NA,0.761491856
38607,754.254,287.6272745,171.7106049,1.675069951,0.802248682,NA,221.7114321,0.78905739,0.986634296,NA,0.770828957
38611,741.171,284.0497023,174.0405903,1.632088824,0.790306467,NA,221.7229173,0.673134589,0.987594639,NA,0.78057789
38612,742.726,276.8687886,NA,1.552030766,0.764758421,NA,221.7257885,0.765625,0.988555775,NA,0.800833455
38619,721.624,268.42155,NA,1.462509702,0.72971058,NA,221.745886,0.784779516,0.98802671,0.931942142,0.826110594
38629,757.856,NA,NA,1.801219716,0.831730656,NA,221.7745936,0.684377436,0.985056738,0.845181424,0.742164795
38631,755.471,287.8486583,NA,1.67884469,0.803245792,NA,221.7803347,0.78451322,0.986541703,NA,0.770475485
NA,728.81,266.6288675,NA,1.441738903,0.720353745,NA,221.8377372,0.747196876,0.987531618,0.914412076,0.832009449
NA,721.558,268.6560761,183.5642076,1.463553705,0.730167304,NA,221.8635635,0.79856234,0.989987452,NA,0.825827455
38681,746.028,273.5850851,180.6348618,1.514575217,0.751044902,NA,221.9238131,0.718710517,0.986382762,0.873368053,0.811169268
38687,722.284,266.1242827,185.4104489,1.435325162,0.717356545,NA,221.9410243,0.803818903,0.991211888,0.93187772,0.833975096
38688,760.889,294.4626318,NA,1.743452514,0.819153362,NA,221.9438927,0.715728716,0.983826671,NA,0.753725155
38697,725.98,263.6656253,187.3911707,1.407033342,0.703479842,39177,221.9697066,0.791543937,0.987747913,NA,0.84186062
38709,747.193,278.3041772,177.9968145,1.563534594,0.768727447,39155,222.0041205,0.72065011,0.988609373,0.871276954,0.797703156
38713,734.278,269.888704,183.1876498,1.473290936,0.734367045,NA,222.0155907,0.726322702,0.988610537,0.902288992,0.822619055
38726,745.109,NA,173.5025669,1.647472671,0.794709208,NA,222.0528644,NA,0.987152689,NA,0.776841211
NA,729.743,268.5252537,184.3366137,1.456711438,0.727150803,NA,222.1187951,0.818871513,0.988595775,NA,0.827180282
NA,739.551,271.1629633,182.2863325,1.48756607,0.740334155,NA,222.1245272,0.792940454,0.989176771,0.890341303,0.819155111
38759,738.453,NA,NA,1.571705345,0.771481649,39350,222.1474544,0.794697777,0.98498094,NA,0.795175547
NA,738.594,NA,182.28296,1.48749639,0.74030556,NA,222.1503202,0.720459488,0.989002577,0.892857358,0.819303766
NA,743.03,278.5906827,178.0659993,1.564536092,0.769067888,NA,222.1732447,0.687668511,0.990040349,0.882410288,0.797489861
NA,741.738,275.503958,179.8417254,1.531924571,0.757553006,39293,222.1761101,0.70822601,0.986664291,0.885509868,0.806435275
NA,740.232,275.719567,179.4099111,1.536813464,0.759337434,NA,222.1818408,NA,0.989434733,NA,0.805825438
38780,742.106,279.8394551,177.8766254,1.573222195,0.771987163,NA,222.2076271,NA,0.982443696,0.88488286,0.794053959
38787,733.565,263.3797775,NA,1.402971347,0.701394859,NA,222.227681,0.736443381,0.988027613,NA,0.843753773
38800,748.071,NA,NA,1.42128389,0.710606947,39503,222.2649193,NA,0.982203883,NA,0.834434283
NA,743.685,269.7196657,NA,1.46697436,0.731654945,NA,222.282104,0.770204827,0.987304414,NA,0.824122718
NA,746.919,280.8198073,177.4681682,1.582367194,0.774997281,NA,222.282104,NA,0.983376413,0.874101226,0.7915471
38828,758.732,291.5890097,171.3388383,1.7018267,0.809148726,NA,222.3451035,NA,0.978824241,NA,0.762529094
38857,752.396,280.8577702,NA,1.592475681,0.778251204,39375,222.428121,0.697712418,0.986844444,NA,0.791960005
38858,753.174,NA,NA,1.591024177,0.777788606,NA,222.4309831,0.690808889,0.989080357,NA,0.791806139
38878,740.671,276.6337579,179.8847778,1.537838617,0.759708926,NA,222.4882177,0.722706571,0.984627074,0.890559822,0.804269947
38883,732.331,267.1679014,NA,1.438657475,0.718920327,NA,222.5025241,0.800457016,0.989691509,NA,0.832819073
38923,740.031,265.9525235,186.7242825,1.424306041,0.712082009,NA,222.6169419,0.788425701,0.987342093,0.893133429,0.837055197
NA,741.576,270.4272314,NA,1.467897439,0.732054096,NA,222.6798466,NA,0.984802508,0.88991851,0.823437216
NA,726.039,270.9486889,NA,1.477932111,0.736331402,NA,222.7027166,0.788522267,0.990087182,0.928604695,0.821936868
38970,749.433,276.1799258,180.1700486,1.532884783,0.75790516,NA,222.7513076,0.78870674,0.985958254,NA,0.806544165
38973,746.316,NA,177.6329681,1.577051976,0.773255554,39456,222.7598814,0.785841029,0.987758516,NA,0.795183571
38998,747.763,281.3657909,177.618235,1.584104193,0.775561834,NA,222.8313168,NA,0.983506507,0.876444167,0.791963075
NA,729.561,278.1358615,179.226865,1.551864791,0.764700358,39379,222.8484579,0.822435424,0.990477158,NA,0.801221593
NA,729.679,265.6924554,NA,1.418449914,0.709212342,NA,222.8627412,0.766084053,0.989749575,NA,0.83879966
39009,729.669,259.6263611,191.582575,1.355166884,0.674892023,NA,222.8627412,0.788554448,0.989975637,0.920710063,0.858397969
39025,763.613,287.775881,173.8357058,1.65544748,0.796934081,NA,222.9084414,NA,0.983691268,NA,0.774590423
39028,733.184,272.167639,183.2053668,1.485587698,0.739520281,39505,222.9170091,NA,0.987925579,NA,0.819043035
39030,740.165,275.8259887,181.0642004,1.523360156,0.75437512,NA,222.9227208,0.768639962,0.987151601,0.895264421,0.808200568
39046,762.103,293.4847372,170.0652844,1.725718087,0.814994336,NA,222.9684087,NA,0.985611874,0.84481005,0.759727442
NA,745.459,281.2519358,NA,1.583788724,0.77545947,NA,222.9912491,0.716192921,0.98930996,0.883136554,0.792852317
39054,743.283,285.5676142,174.9237281,1.632526458,0.79043378,NA,222.9912491,0.73512028,0.986760321,0.88831498,0.780870232
NA,734.229,270.1982913,NA,1.466367132,0.731391842,NA,223.0026685,0.71755585,0.989962995,0.910451461,0.825329677
39060,746.25,NA,NA,1.525729278,0.755260898,39642,223.0083779,0.814309838,0.985318601,NA,0.80799324
39069,731.629,267.7007193,NA,1.43922162,0.719183659,NA,223.0340686,NA,0.990593306,0.917192165,0.833147065
39069,746.275,NA,181.200761,1.518698212,0.752616891,NA,223.0340686,0.779167165,0.989414238,NA,0.810475159
39092,758.227,276.1569331,181.0527587,1.525284315,0.755094928,NA,223.0997093,0.697747474,0.985951726,0.854474809,0.807872925
NA,749.899,286.7013028,NA,1.647986032,0.794853591,39544,223.1282427,0.725252713,0.988822577,NA,0.778260303
39106,752.94,281.2942918,178.0082033,1.580232183,0.774300248,NA,223.139655,0.778507724,0.98523632,NA,0.793260516
39114,725.852,267.876582,186.5576829,1.435891451,0.717623301,NA,223.1624779,0.741708543,0.987602575,NA,0.833079459
NA,734.947,278.3169499,179.575513,1.549860252,0.76399728,NA,223.1795936,0.770321361,0.989327803,0.910115828,0.801890053
39120,750.272,282.6784087,NA,1.599085636,0.780338484,NA,223.1795936,0.708592958,0.986633039,NA,0.789517652
39175,748.177,288.9841472,173.4647345,1.665953302,0.799807245,NA,223.336426,0.791014639,0.983110821,NA,0.772832794
NA,734.729,273.4148497,182.9584707,1.494409352,0.743117733,NA,223.3392764,0.799608115,0.989892864,NA,0.816851304
39180,732.81,265.8154505,NA,1.411913938,0.705953217,NA,223.350678,0.807768431,0.987822404,0.916835712,0.840247162
39185,733.664,267.9939766,NA,1.43819642,0.718704814,39655,223.3649291,0.789065646,0.988147775,0.914819254,0.833469961
39210,745.835,NA,NA,1.578118111,0.773606639,NA,223.4361711,0.795012165,0.987906274,0.885770448,0.795248651
